-2.000000000000000000e+00,9.799999999999999822e-01
-1.199999999999999956e+00,-3.799999999999999822e-01
-5.999999999999999778e-01,-1.580000000000000071e+00
-1.000000000000000056e-01,-2.100000000000000089e+00
-5.999999999999999778e-01,9.000000000000000222e-01
-2.000000000000000056e-01,-3.799999999999999822e-01
-2.499999999999999944e-01,-3.200000000000000400e-01
1.000000000000000000e+00,2.000000000000000000e+00
2.000000000000000000e+00,9.000000000000000222e-01
8.000000000000000444e-01,9.000000000000000222e-01
6.999999999999999556e-01,-1.580000000000000071e+00
2.000000000000000111e-01,-3.000000000000000222e-01
2.200000000000000011e-01,-3.200000000000000400e-01
3.499999999999999778e-01,-3.200000000000000400e-01
